#Id	ImageId	Tab	Color	Can be broken by	Default Name
#Need to change all liquids tab to 3.					
1924	135	3	0	0	Bottomless Swamp Full Block (<door>)
1925	136	3	0	0	Filthy Water Full Block (<door>)
1926	136	3	0	0	Filthy Water Shallow Block (<door>)
1927	136	3	0	0	Filthy Water Surface Block (<door>)
1928	136	3	0	0	Filthy Water Small Block (<door>)
1929	136	3	0	0	Filthy Water Surface Block (<door>)
1930	136	3	0	0	Filthy Water Surface Block (<door>)
1931	136	3	0	0	Filthy Water Surface Block (<door>)
1932	136	3	0	0	Filthy Water Surface Block (<door>)
1933	136	3	0	0	Filthy Water Surface Block (<door>)
1934	136	3	0	0	Filthy Water Surface Block (<door>)
1935	136	3	0	0	Filthy Water Full Block (<door>)
1936	152	3	0	0	Sea Water Full Block (<door>)
1937	152	3	0	0	Sea Water Shallow Block (<door>)
1938	152	3	0	0	Sea Water Surface Block (<door>)
1939	152	3	0	0	Sea Water Small Block (<door>)
1940	152	3	0	0	Sea Water Surface Block (<door>)
1941	152	3	0	0	Sea Water Surface Block (<door>)
1942	152	3	0	0	Sea Water Surface Block (<door>)
1943	152	3	0	0	Sea Water Surface Block (<door>)
1944	152	3	0	0	Sea Water Surface Block (<door>)
1945	152	3	0	0	Sea Water Surface Block (<door>)
1946	152	3	0	0	Sea Water Full Block (<door>)
1947	153	3	0	0	Plasma Full Block (<door>)
1948	153	3	0	0	Plasma Shallow Block (<door>)
1949	153	3	0	0	Plasma Surface Block (<door>)
1950	153	3	0	0	Plasma Small Block (<door>)
1951	153	3	0	0	Plasma Surface Block (<door>)
1952	153	3	0	0	Plasma Surface Block (<door>)
1953	153	3	0	0	Plasma Surface Block (<door>)
1954	153	3	0	0	Plasma Surface Block (<door>)
1955	153	3	0	0	Plasma Surface Block (<door>)
1956	153	3	0	0	Plasma Surface Block (<door>)
1957	153	3	0	0	Plasma Full Block (<door>)
1958	261	3	0	0	Item
1959	101	0	0	0	Clear Water Full Block (<air>)
1960	101	0	0	0	Clear Water Shallow Block (<air>)
1961	101	0	0	0	Clear Water Surface Block (<air>)
1962	101	0	0	0	Clear Water Small Block (<air>)
1963	101	0	0	0	Clear Water Surface Block (<air>)
1964	101	0	0	0	Clear Water Surface Block (<air>)
1965	101	0	0	0	Clear Water Surface Block (<air>)
1966	101	0	0	0	Clear Water Surface Block (<air>)
1967	101	0	0	0	Clear Water Surface Block (<air>)
1968	101	0	0	0	Clear Water Surface Block (<air>)
1969	101	0	0	0	Clear Water Full Block (<air>)
1970	139	0	0	0	Hot Water Full Block (<air>)
1971	139	0	0	0	Hot Water Shallow Block (<air>)
1972	139	0	0	0	Hot Water Surface Block (<air>)
1973	139	0	0	0	Hot Water Small Block (<air>)
1974	139	0	0	0	Hot Water Surface Block (<air>)
1975	139	0	0	0	Hot Water Surface Block (<air>)
1976	139	0	0	0	Hot Water Surface Block (<air>)
1977	139	0	0	0	Hot Water Surface Block (<air>)
1978	139	0	0	0	Hot Water Surface Block (<air>)
1979	139	0	0	0	Hot Water Surface Block (<air>)
1980	139	0	0	0	Hot Water Full Block (<air>)
1981	134	0	0	0	Poison Full Block (<air>)
1982	134	0	0	0	Poison Shallow Block (<air>)
1983	134	0	0	0	Poison Surface Block (<air>)
1984	134	0	0	0	Poison Small Block (<air>)
1985	134	0	0	0	Poison Surface Block (<air>)
1986	134	0	0	0	Poison Surface Block (<air>)
1987	134	0	0	0	Poison Surface Block (<air>)
1988	134	0	0	0	Poison Surface Block (<air>)
1989	134	0	0	0	Poison Surface Block (<air>)
1990	134	0	0	0	Poison Surface Block (<air>)
1991	134	0	0	0	Poison Full Block (<air>)
1992	149	0	0	0	Liquid Lava Full Block (<air>)
1993	149	0	0	0	Liquid Lava Shallow Block (<air>)
1994	149	0	0	0	Liquid Lava Surface Block (<air>)
1995	149	0	0	0	Liquid Lava Small Block (<air>)
1996	149	0	0	0	Liquid Lava Surface Block (<air>)
1997	149	0	0	0	Liquid Lava Surface Block (<air>)
1998	149	0	0	0	Liquid Lava Surface Block (<air>)
1999	149	0	0	0	Liquid Lava Surface Block (<air>)
2000	149	0	0	0	Liquid Lava Surface Block (<air>)
2001	149	0	0	0	Liquid Lava Surface Block (<air>)
2002	149	0	0	0	Liquid Lava Full Block (<air>)
2003	135	0	0	0	Bottomless Swamp Full Block (<air>)
2004	135	0	0	0	Bottomless Swamp Shallow Block (<air>)
2005	135	0	0	0	Bottomless Swamp Surface Block (<air>)
2006	135	0	0	0	Bottomless Swamp Small Block (<air>)
2007	135	0	0	0	Bottomless Swamp Surface Block (<air>)
2008	135	0	0	0	Bottomless Swamp Surface Block (<air>)
2009	135	0	0	0	Bottomless Swamp Surface Block (<air>)
2010	135	0	0	0	Bottomless Swamp Surface Block (<air>)
2011	135	0	0	0	Bottomless Swamp Surface Block (<air>)
2012	135	0	0	0	Bottomless Swamp Surface Block (<air>)
2013	135	0	0	0	Bottomless Swamp Full Block (<air>)
2014	136	0	0	0	Filthy Water Full Block (<air>)
2015	136	0	0	0	Filthy Water Shallow Block (<air>)
2016	136	0	0	0	Filthy Water Surface Block (<air>)
2017	136	0	0	0	Filthy Water Small Block (<air>)
2018	136	0	0	0	Filthy Water Surface Block (<air>)
2019	136	0	0	0	Filthy Water Surface Block (<air>)
2020	136	0	0	0	Filthy Water Surface Block (<air>)
2021	136	0	0	0	Filthy Water Surface Block (<air>)
2022	136	0	0	0	Filthy Water Surface Block (<air>)
2023	136	0	0	0	Filthy Water Surface Block (<air>)
2024	136	0	0	0	Filthy Water Full Block (<air>)
2025	152	0	0	0	Sea Water Full Block (<air>)
2026	152	0	0	0	Sea Water Shallow Block (<air>)
2027	152	0	0	0	Sea Water Surface Block (<air>)
2028	152	0	0	0	Sea Water Small Block (<air>)
2029	152	0	0	0	Sea Water Surface Block (<air>)
2030	152	0	0	0	Sea Water Surface Block (<air>)
2031	152	0	0	0	Sea Water Surface Block (<air>)
2032	152	0	0	0	Sea Water Surface Block (<air>)
2033	152	0	0	0	Sea Water Surface Block (<air>)
2034	152	0	0	0	Sea Water Surface Block (<air>)
2035	152	0	0	0	Sea Water Full Block (<air>)
2036	153	0	0	0	Plasma Full Block (<air>)
2037	153	0	0	0	Plasma Shallow Block (<air>)
2038	153	0	0	0	Plasma Surface Block (<air>)
2039	153	0	0	0	Plasma Small Block (<air>)
2040	153	0	0	0	Plasma Surface Block (<air>)
2041	153	0	0	0	Plasma Surface Block (<air>)
2042	153	0	0	0	Plasma Surface Block (<air>)
2043	153	0	0	0	Plasma Surface Block (<air>)
2044	153	0	0	0	Plasma Surface Block (<air>)
2045	153	0	0	0	Plasma Surface Block (<air>)
2046	153	0	0	0	Plasma Full Block (<air>)
2047	261	3	0	0	Item
